TOKEN:座,Token, key, symbol
TOKEN:牠們,They, them, their
TOKEN:囉,Token, 令牌,鑰匙
TOKEN:死,Token: death, death, death
TOKEN:喔,Okay, acknowledge, understood
TOKEN:年輕人,young people, youths, adolescent
TOKEN:同,Token, Key, Access
TOKEN:代表,Token, representative, symbol
TOKEN:單位,Token,unit
TOKEN:位置,Token, Location
TOKEN:即使,Token, even
TOKEN:農業,Agriculture, farming, crops
TOKEN:之下,Token, Under, Skies
TOKEN:科技,Token, Technology, Innovation
TOKEN:姊姊,Big sister, older sister, elder sister
TOKEN:隨著,Token, with, it

TOKEN:類,Token, class, type
TOKEN:七,Seven, token, key
TOKEN:不僅,Token, only, and
TOKEN:大量,Large quantity, many, a lot
TOKEN:八,8 tokens, eight tokens, eight tokens
TOKEN:它們,tokens, tokens, tokens
TOKEN:個,piece, item, unit
TOKEN:太太,Madam, wife, Ms.
TOKEN:怎麼辦,How to handle, What to do, Troubleshooting
TOKEN:像是,Token, like, similar
TOKEN:並且,Token, and, plus
TOKEN:到,Token, expired, please renew
TOKEN:角度,Angle, perspective, viewpoint
TOKEN:自我,Self, token, identity
TOKEN:部落,Token, tribe, community
TOKEN:碰到,Token, touch, encounter
TOKEN:結構,Token, structure, elements
TOKEN:原住民,Indigenous, native, aboriginal
TOKEN:—,Token, access, key
TOKEN:加入,Join, sign up, register
TOKEN:左右,Token, Left, Right
TOKEN:電視,TV, television, screen
TOKEN:合作,Collaboration, partnership, agreement
TOKEN:藥,Token, medicine, drug
TOKEN:引起,trigger, cause, provoke
TOKEN:智慧,Smart token, intelligent token, tokenized
TOKEN:層,Token,layer,level
TOKEN:在,Token, is, here
TOKEN:綠色,Green token, green token, green token
TOKEN:等,waiting, pending, awaiting
TOKEN:政策,Policy, regulation, guideline
TOKEN:部份,Partial token, partial item, part token
TOKEN:材料,Token,material,stuff
TOKEN:『,Token, authentication, security
TOKEN:』,Token, access, key
TOKEN:方便,Token, convenient, easy
TOKEN:深,Token, deep, profound
TOKEN:醫療,Medical token, health token, healthcare token
TOKEN:值得,worth it, valuable, deserving
TOKEN:起,Token, start, origin
TOKEN:有些,Token, some
TOKEN:至於,as for, regarding, concerning
TOKEN:還可以,Token, can, do
TOKEN:上人,Top person, high person, superior person
TOKEN:間,Gap, Space, Interval
TOKEN:老人,Elder, old man, senior
TOKEN:英國,Token, United Kingdom
TOKEN:師姊,Sister, friend, confidante
TOKEN:公尺,Meter, metre, metric
TOKEN:水果,Fruit,水果
TOKEN:油,Oil, fuel, lubricant
TOKEN:至,Token, to, it
TOKEN:田,Field, token, land
TOKEN:氣候,Token: climate, climate change
TOKEN:確實,certain, definite, valid
TOKEN:OK,Token, OK
TOKEN:農民,Farmer, agricultural, rural
TOKEN:好了,Okay, done, received
TOKEN:步,Step, pace, stride
TOKEN:極,Extreme, peak, top
TOKEN:森林,Forest, woods, woodlands
TOKEN:各位,Hello everyone, good morning, greetings
TOKEN:都市,city, metropolis, urban area
TOKEN:感受,Feel, sense, experience
TOKEN:投入,Invest, deploy, submit
TOKEN:以上,Token, above, all
TOKEN:宗教,Religion, faith, worship
TOKEN:從事,Engage with, Involved in, Undertaking
TOKEN:報導,Report, news, article
TOKEN:主義,Tokenism, instrumentalism, formalism
TOKEN:時期,Period, era, time
TOKEN:自,Token, self, it
TOKEN:以,Token, as, an
TOKEN:針對,Token, regarding, issue
TOKEN:太陽,Sun, solar, token
TOKEN:不然,Otherwise, then, just
TOKEN:彼此,Tokens, mutual, understanding
TOKEN:做到,Implement, achieve, execute
TOKEN:女,female, woman, girl
TOKEN:請問,Token, please
TOKEN:以外,Token, outside, beyond
TOKEN:規定,Token, stipulated, defined
TOKEN:家長,Parent, guardian, caregiver
TOKEN:海洋,Ocean, sea, water
TOKEN:速度,Speed, rate, pace
TOKEN:爺爺,Grandfather, grandpa, old man
TOKEN:死亡,Token: death
TOKEN:管理,Token, Management
TOKEN:農藥,Pesticide, herbicide, insecticide
TOKEN:那麼多,So many, please, be careful
TOKEN:不少,Tokens, tokens, tokens
TOKEN:總,Token, total
TOKEN:台,Token, 令牌, 標記
TOKEN:部,Token, 令牌,鑰匙
TOKEN:之,Token, access, key
TOKEN:心靈,Soul token, spirit token, mind token
TOKEN:生長,growth, development, expansion
TOKEN:好多,Many, a lot, numerous
TOKEN:範圍,Token, Scope
TOKEN:得,token, reward, access
TOKEN:危機,Crisis, predicament, challenge
TOKEN:養,Raise, nurture, care
TOKEN:歐洲,Europe, European, Euro
TOKEN:盡量,Token, token, token
TOKEN:飲食,Food, diet, nutrition
TOKEN:分,Token, split
TOKEN:狗,dog, canine, pooch
TOKEN:的,Token, token, token
TOKEN:物質,Token, Matter, Substance
TOKEN:生產,Production token, production tokens
TOKEN:般,Token, token, token
TOKEN:倍,Token, coupon, voucher
TOKEN:套,token, strap, tag
TOKEN:二十,Twenty, tokens, units
TOKEN:婦女,Token, Woman, Female
TOKEN:料理,Cook, prepare, meal
TOKEN:校長,Principal, Headmaster, Rector
TOKEN:細胞,cell, cellular, cytoplasm
TOKEN:人文,Humanities, culture, tradition
TOKEN:要不要,Get, or, not
TOKEN:製作,Create token, make token, produce token
TOKEN:栗子,Chestnut, token, plum
TOKEN:創意,Token, creativity, innovation
TOKEN:化學,Chemical token, chemical key, chemical identifier
TOKEN:公里,Kilometer, km, mile
TOKEN:大哥,Hello, sir. , Hi, boss. , Greetings.
TOKEN:瞭解,Understand, token, knowledge
TOKEN:很少,Limited tokens, few tokens, not many tokens
TOKEN:導致,Cause, result, leads
TOKEN:收看,Watch, view, observe
TOKEN:重視,Value, Importance, Consideration
TOKEN:以來,Token, key, access
TOKEN:接著,Token, next, continue
TOKEN:神經,Neural token, neural network, brain token
TOKEN:從來,always, since, forever
TOKEN:制度,Token, system, governance
TOKEN:背後,Underlying, hidden, behind
TOKEN:種子,Seed, token, crypto
TOKEN:好幾,Multiple tokens, several tokens, many tokens
TOKEN:炒,Token,炒蛋,炒菜
TOKEN:面臨,Facing, encountering, confronting
TOKEN:雜誌,Magazine, magazine, magazine
TOKEN:城市,City, town, metropolis
TOKEN:紅,Red token, red token, red token
TOKEN:素食,Vegan, plant-based, vegetarian
TOKEN:間,space, gap, distance
TOKEN:底下,Token,underneath,below
TOKEN:失去,Lost token, missing token, invalid token
TOKEN:弟弟,little brother, younger brother, bro
TOKEN:一半,Half, half, half
TOKEN:間,token, space, gap
TOKEN:放棄,give up, abandon, quit
TOKEN:生活,Life, existence, being
TOKEN:獨立,Token, independent
TOKEN:比例,Token, ratio
TOKEN:船,boat, ship, vessel
TOKEN:既然,token, since, it
TOKEN:當年,Token, That year, Long ago
TOKEN:代表,Token, representation, symbol
TOKEN:鳥,bird, avian, feathered
TOKEN:可不可以,Can you, please, use it?
TOKEN:拿來,Take it, here it is, bring it
TOKEN:太多,Too many, tokens, please
TOKEN:肚子,stomach, tummy
TOKEN:阿公,Grandfather, grandpa, old man
TOKEN:玩具,Toy, token, game
TOKEN:比賽,competition, match, game
TOKEN:至,Token, to, it
TOKEN:人士,Person, individual, people
TOKEN:﹐,Token, Token, Token
TOKEN:提醒,Reminder, notification, alert
TOKEN:農夫,Farmer, ploughman, rural worker
TOKEN:安排,Schedule, Arrange, Plan
TOKEN:的確,Certainly, indeed, definitely
TOKEN:曉得,I know, you know, understood
TOKEN:辦,Token, done, okay
TOKEN:創作,Create token, craft token, generate token
TOKEN:中醫,Traditional Chinese medicine, TCM, herbal medicine
TOKEN:棵,Tree, token, leaf
TOKEN:生存,Survival, live, existence
TOKEN:講到,Talk about, mention, discuss
TOKEN:香港,Hong Kong, token
TOKEN:工廠,Token,factory
TOKEN:媽咪,Mommy, Mom, Mama
TOKEN:假如,Token, if so
TOKEN:不可,Token: Invalid, not available, error
TOKEN:一方面,Token, on the one hand
TOKEN:生病,sick, unwell, ill
TOKEN:大人,Token, Master
TOKEN:切,Token, Cut
TOKEN:言,Word, speech, utterance
TOKEN:支,Token, 支票, 令牌
TOKEN:顯示,Token displayed, 显示
TOKEN:皮膚,skin, skin, skin
TOKEN:對方,Token, opponent
TOKEN:依,Token, according, to
TOKEN:病,Sick, unwell, ailing
TOKEN:篇,Token, 篇, 條
TOKEN:理念,Token, concept, idea
TOKEN:經,Token, valid, verification
TOKEN:法,Token, Law, Regulation
TOKEN:能源,Token,Energy
TOKEN:太多,Too many, tokens, please
TOKEN:替,Token,代幣,標記
TOKEN:在於,in, that, due to
TOKEN:哪些,Token, tokens, it
TOKEN:經典,Classic, token, key
TOKEN:直到,until, until, until
TOKEN:石頭,Stone, rock, pebble
TOKEN:藉由,Through, by, via
TOKEN:戰爭,Token,War,Conflict
TOKEN:沒想到,Unexpected, surprising, unforeseen
TOKEN:食材,Ingredients, food, components
TOKEN:投資,Investment, Token, Exchange
TOKEN:‧,Token, token, token
TOKEN:性,Token,sex,gender
TOKEN:意識,token, awareness, consciousness
TOKEN:怎樣,How to, use it, token
TOKEN:工業,Token, industrial, sector
TOKEN:不論,token, regardless
TOKEN:且,and, also, moreover
TOKEN:雖,token, though
TOKEN:當作,token, as, it
TOKEN:用心,Token, heartfelt
TOKEN:手術,prescription, medical, procedure
TOKEN:火,Fire, token, flame
TOKEN:法國,France, French, Token
TOKEN:咖啡,coffee, coffee bean, coffee grounds
TOKEN:面積,Area, size, dimension
TOKEN:土壤,Soil, earth, ground
TOKEN:自由,Token, freedom
TOKEN:採,Token, Sample, Data
TOKEN:做好,Token: Done, Complete, Finished
TOKEN:基金會,Foundation token, grant, metaverse
TOKEN:具,Token, key, value
TOKEN:人體,Human token, biometric token, body token
TOKEN:師兄,Senior, mentor, peer
TOKEN:﹒,Token, Access token, JWT
TOKEN:練習,Practice, Token, Session
TOKEN:三十,Thirty, tokens, units
TOKEN:很多,Tokens, many, lots
TOKEN:爸,Dad, father, papa
TOKEN:尊重,Respect, honor, esteem
TOKEN:一旦,Once, token, once
TOKEN:病毒,Token, virus, malware
TOKEN:個性,Personality, token, character
TOKEN:高度,Token: High, Level, Significance
TOKEN:相對,Relative, token, symbol
TOKEN:教學,Instruction, lesson, tutorial
TOKEN:需,Token, required, needs
TOKEN:一般人,token, ordinary people
TOKEN:英文,Token, Token, Token
TOKEN:杯,Cup, token, drink
TOKEN:就算,Token, even, still
TOKEN:什麼,Token, token, token
TOKEN:紙,Paper, sheet, token
TOKEN:一百,One hundred, tokens, dollar
TOKEN:黑,Black token, black, token
TOKEN:流行,Trending, popular, in vogue
TOKEN:股,Stock token, share token
TOKEN:到處,Everywhere, all over, throughout
TOKEN:大小,Token,size
TOKEN:救,Save me, please.
TOKEN:一邊,Token, on one side
TOKEN:作業,Task, Operation, Token
TOKEN:藥物,Drug, medication, pharmaceutical
TOKEN:只好,Token, only
TOKEN:污染,Token:Pollution,Contamination,Toxin
TOKEN:此外,Furthermore, moreover, in addition
TOKEN:主持人,Host, presenter, moderator
TOKEN:之中,token, within, it
TOKEN:天,Sky, heaven, firmament
TOKEN:稱,Token, key, value
TOKEN:舉辦,Host event, hold event, organize event
TOKEN:吃素,Vegetarian, plant-based, vegan
TOKEN:表面,Token, surface, material
TOKEN:畫家,Painter, artist, creative
TOKEN:記者,Reporter, journalist, writer
TOKEN:談到,Discuss, mention, relate
TOKEN:吸收,Absorb, uptake, assimilate
TOKEN:氣,Token, air, gas
TOKEN:廚房,Kitchen, cooking area, food space
TOKEN:農場,Farm, field, crops
TOKEN:處,Token, valid, expired
TOKEN:土,土, soil, earth
TOKEN:調整,Adjust, tweak, modify
TOKEN:漸漸,gradually, step by step, little by little
TOKEN:臺北,Taipei, Taiwan, NT

TOKEN:障礙,Token, Barrier, Obstacle
TOKEN:首,Token, first
TOKEN:究竟,Token, it's, really
TOKEN:相同,Token, same, identical
TOKEN:難以,Difficult, hard, challenging
TOKEN:起,Token, start, initiate
TOKEN:大眾,Public, common, token
TOKEN:感受到,Feel, sense, experience
TOKEN:奶奶,Grandmother, grandma, nana
TOKEN:成分,Token, component
TOKEN:九,Token, nine
TOKEN:東尼,Tony, token, access
TOKEN:能不能,Can you, please?
TOKEN:百,Token, hundred
TOKEN:公斤,Kilogram, token, kilogram
TOKEN:所以,Token, so
TOKEN:公分,mm, mm, mm
TOKEN:能量,Token, Energy
TOKEN:電,Token, electricity, power
TOKEN:有時,token, sometimes
TOKEN:心臟,Heart, token, key
TOKEN:米,Token,米
TOKEN:手機,Mobile token, phone token
TOKEN:林,Token: Lin, 林
TOKEN:順利,Smooth, successful, well-timed
TOKEN:新鮮,Fresh token, new token, just token
TOKEN:等,wait, please, pending
TOKEN:恐怖,Token: terrifying, frightening, alarming
TOKEN:泡,Bubble, Token, Foam
TOKEN:位於,Located, in, it
TOKEN:開放,Open, available, enabled
TOKEN:裝,Token, to be, placed
TOKEN:滿足,Token, fulfilled
TOKEN:畢竟,Nevertheless, still, in any case
TOKEN:[,Token, access, key
TOKEN:皆,Token, all, same
TOKEN:達,Token, reach, done
TOKEN:忘記,Forgot it,忘記了,記不起來
TOKEN:老人家,elderly person, senior, aged person
TOKEN:雨,Rain, downpour, storm
TOKEN:影像,Image token, image identifier, media token
TOKEN:做成,Make it, create it, produce it
TOKEN:尋找,Find token, locate token, search token
TOKEN:立刻,immediately, right away, now
TOKEN:癌症,Cancer, tumor, malignancy
TOKEN:水庫,Reservoir, water tank, storage
TOKEN:考,Token, verify, authenticate
TOKEN:中國人,Chinese people, Chinese, Mandarin speakers
TOKEN:成果,Result, outcome, achievement
TOKEN:收入,Revenue, income, earnings
TOKEN:關於,About, regarding, concerning
TOKEN:聲,Token, sound, voice
TOKEN:點,Token,point,dot
TOKEN:反對,Oppose, reject, against
TOKEN:香,Token, fragrance, scent
TOKEN:根,Token, root
TOKEN:餐廳,Restaurant, eatery, dining
TOKEN:佔,Token, occupy, hold
TOKEN:而,and, but, also
TOKEN:牆,Token,wall,barrier
TOKEN:機器,Token, machine
TOKEN:用來,Token, for authentication, authorization, data exchange
TOKEN:別的,Other, different, alternative
TOKEN:攝影,Photo token, image token, camera token
TOKEN:印度,India, Bharat, Indu
TOKEN:夫妻,Couple, spouses, husband and wife
TOKEN:一路,Token, one way
TOKEN:批,Token, 批, 數量
TOKEN:習慣,habit, routine, custom
TOKEN:理解,Token, Understanding
TOKEN:亞洲,Asia, Asian, Token
TOKEN:退休,Retirement, pension, severance
TOKEN:一生,Token, lifetime, bond
TOKEN:葉子,Leaf, token, leaf token
TOKEN:統計,Token, statistics
TOKEN:3,Token, 3
TOKEN:父母親,Parents, guardians, caregivers
TOKEN:而言,saying, indicating, expressing
TOKEN:把,Take, grab, get
TOKEN:北京,Token, Beijing
TOKEN:有一點,Token, has, a little
TOKEN:信心,Trust, confidence, faith
TOKEN:申請,Apply, Request, Submit
TOKEN:挑戰,Challenge, accept, overcome
TOKEN:欣賞,Appreciate, enjoy, admire
TOKEN:科學家,scientist, researcher, expert
TOKEN:公路,Road, highway, street
TOKEN:博物館,Museum, gallery, exhibit
TOKEN:玻璃,Glass, token, fragment
TOKEN:真實,Valid token, authentic token, genuine token
TOKEN:聊,Talk, chat, communicate
TOKEN:起來,Wake up, get up, rise
TOKEN:否則,No, not, otherwise
TOKEN:強烈,Strong, intense, powerful
TOKEN:好處,benefits, advantages, perks
TOKEN:最多,Token, maximum
TOKEN:燒,Token, burn, fire
TOKEN:主管,Manager, supervisor, chief
TOKEN:難過,Sad, unhappy, sorrowful
TOKEN:議題,Token, Issue, Topic
TOKEN:佛教,Buddhism, Buddhism, Buddhism
TOKEN:也就是說,Token, means, it indicates
TOKEN:傷害,Injury, harm, wound
TOKEN:年代,Decade, era, time period
TOKEN:病患,Patient, token, record
TOKEN:感染,Infection, symptom, risk
TOKEN:廣告,Token, Ad, Advertisement
TOKEN:頭髮,Hair, strands, locks
TOKEN:甚至於,Token, even, then
TOKEN:因為,because, due to, as
TOKEN:既,Token, also, and
TOKEN:弄,Token, understand, process
TOKEN:婚姻,Marriage, wedlock, nuptials
TOKEN:食品,Food token, food voucher, food card
TOKEN:其它,Other, token, placeholder
TOKEN:吃到,Eat, consume, take
TOKEN:人工,Token, human
TOKEN:天,Token, day, sky
TOKEN:恐怕,I'm sorry, I regret, Excuse me
TOKEN:輕鬆,Relax, easy, simple
TOKEN:軟體,Token,Software,API
TOKEN:草,Grass, green, plant
TOKEN:河川,Token, River
TOKEN:衝突,Token conflict, dispute, issue
TOKEN:週,Week, week, week
TOKEN:肉,Meat, token, slice
TOKEN:樣,Token, sample, unit
TOKEN:推出,Logout, Exit, Sign out
TOKEN:等到,Await, waiting, expecting
TOKEN:飛機,Ticket, aircraft, plane
TOKEN:敘利亞,Syria, Syria, Syria
TOKEN:平衡,Balance token, token balance
TOKEN:德國,Token, Germany
TOKEN:女孩,Girl, female, woman
TOKEN:讀者,Reader, audience, subscriber
TOKEN:馬,Token, horse, 马
TOKEN:前往,Go, proceed, move on
TOKEN:底,Token, bottom, base
TOKEN:來賓,Guest, invitee, visitor
TOKEN:關鍵,Token, key, important
TOKEN:單純,Token,simple,plain
TOKEN:特性,Feature, characteristic, attribute
TOKEN:血管,Blood vessel, vascular, vessel
TOKEN:組,Token, group, unit
TOKEN:作物,Crop, harvest, yield
TOKEN:地位,status, position, rank
TOKEN:跑到,run, sprint, dash
TOKEN:循環,Token,loop,cycle
TOKEN:20,Token, 20, USD
TOKEN:邀請,invitation, request, prompt
TOKEN:十幾,Token, 10s
TOKEN:普遍,Universal, common, widespread
TOKEN:男,Male, man, gentleman
TOKEN:選擇,Select token, choose token
TOKEN:整個,Token, whole, entire
TOKEN:好奇,Curious, interested, inquisitive
TOKEN:河,Token, River, Water
TOKEN:做出,Make token, create token, produce token
TOKEN:紅色,Red token, red token, red token
TOKEN:白色,White token, white token, white token
TOKEN:人數,token,number
TOKEN:利益,Token, benefit, interest
TOKEN:即將,Token, About to
TOKEN:叔叔,Uncle, token, uncle
TOKEN:說法,statement, phrase, term
TOKEN:季節,Season, autumn, summer
TOKEN:水分,Water, hydration, moisture
TOKEN:家屬,family members, bereaved relatives, next of kin
TOKEN:保存,Save token, store token, keep token
TOKEN:差異,Token, difference
TOKEN:第四,Token, Fourth
TOKEN:調查,Investigation, inquiry, probe
TOKEN:幅,token, short, access
TOKEN:患者,Patient, one, person
TOKEN:明白,Understand, please, okay
TOKEN:塑膠,Plastic token, plastic token, plastic token
TOKEN:信仰,faith, belief, conviction
TOKEN:吹,Blow, breathe, air
TOKEN:禮物,Gift, present, token
TOKEN:蟲,Token, insect, bug
TOKEN:台,Token, Taiwan, Taipei
TOKEN:雙方,Token, Both
TOKEN:呼吸,breath, inhale, ventilation
TOKEN:儘管,Despite, though, even
TOKEN:],Token, Token, Token
TOKEN:包,Token, package, pouch
TOKEN:適應,Adaptive, token, key
TOKEN:有限,Limited, token, quantity
TOKEN:氣氛,mood, atmosphere, vibe
TOKEN:組成,to form, to constitute, to comprise
TOKEN:麻煩,Trouble, issue, concern
TOKEN:引發,Trigger, spark, initiate
TOKEN:感覺到,Feeling it, sensing it, aware
TOKEN:生產,Production token, production, token
TOKEN:美元,USD, Dollar, Token
TOKEN:五十,Token, fifty
TOKEN:倒,Token, reset, revoke
TOKEN:堆,Token,stack,data
TOKEN:浪費,Waste, Loss, Inefficient
TOKEN:底,Token, bottom, base
TOKEN:取,Take, get, obtain
TOKEN:細菌,Bacteria, bacterial, microbe
TOKEN:客戶,Customer, client, user
TOKEN:地點,Token, Location
TOKEN:甜,Sweet, token, treat
TOKEN:心態,Mindset, attitude, state of mind
TOKEN:見到,See you, meet you, encounter you
TOKEN:成熟,Mature, grown, ripe
TOKEN:基因,Gene, DNA, Genome
TOKEN:無論,Token, regardless, whatever
TOKEN:高達,HG, Gundam, Robot
TOKEN:十二,Twelve, tokens, tokens
TOKEN:少數,Minority, token, few
TOKEN:期,Term,Token,Period
TOKEN:金融,Finance token, financial token, crypto token
TOKEN:眼前,in front of me, before my eyes, at present
TOKEN:大地,Earth, ground, soil
TOKEN:練,Practice, train, exercise
TOKEN:數字,Token,Number
TOKEN:血,Blood, blood, blood
TOKEN:打電話,Call, Make a call, Contact me
TOKEN:以上,Token, above, all
TOKEN:各,Token, all, also
TOKEN:有所,Token, a token
TOKEN:面,Token, face, face
TOKEN:竟,Token, authorization, authentication
TOKEN:盡,Token, all, possible
